trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
141,False,"{'a': 0.65, 'e': 0.2424166460445802}",30,12,1.6650393609791663,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.65, 'e': 0.2399924795841344}",25,0,-64.15202002296843,"{0: 19, 1: 0, 2: 3, 3: 3, 4: 0}",0
143,False,"{'a': 0.65, 'e': 0.23759255478829303}",20,1,15.592436754460744,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.65, 'e': 0.23521662924041012}",20,4,-29.34747842159529,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.65, 'e': 0.232864462948006}",20,0,30.653061172676832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
146,False,"{'a': 0.65, 'e': 0.23053581831852593}",25,13,15.613670118748173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.65, 'e': 0.22823046013534068}",25,7,-34.551902655851585,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
148,False,"{'a': 0.65, 'e': 0.22594815553398728}",20,10,-44.95478043510973,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
149,False,"{'a': 0.65, 'e': 0.2236886739786474}",25,0,-11.556313670695591,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
150,False,"{'a': 0.65, 'e': 0.22145178723886091}",25,0,16.511297293648465,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.65, 'e': 0.2192372693664723}",30,10,-30.949752139637194,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
152,False,"{'a': 0.65, 'e': 0.21704489667280757}",25,12,17.180752759787886,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.65, 'e': 0.2148744477060795}",30,17,29.565038589816456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.65, 'e': 0.2127257032290187}",25,0,12.520571923356497,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
155,False,"{'a': 0.65, 'e': 0.21059844619672852}",20,0,33.17353521299193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.65, 'e': 0.20849246173476124}",30,13,27.827156218623323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.65, 'e': 0.2064075371174136}",30,0,31.12032021637958,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
158,False,"{'a': 0.65, 'e': 0.2043434617462395}",20,2,-39.127065748926775,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.65, 'e': 0.2023000271287771}",20,8,0.30728242962375596,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.65, 'e': 0.2002770268574893}",35,8,-73.0252916570902,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 2}",1
161,False,"{'a': 0.65, 'e': 0.19827425658891443}",20,0,32.57747976372725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
162,False,"{'a': 0.65, 'e': 0.19629151402302528}",20,14,11.065643754586954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.65, 'e': 0.19432859888279502}",20,10,20.68681551736362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.65, 'e': 0.19238531289396707}",30,15,26.071968113584127,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.65, 'e': 0.1904614597650274}",20,11,17.073083165330917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.65, 'e': 0.1885568451673771}",25,0,-31.903689146335708,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
167,False,"{'a': 0.65, 'e': 0.18667127671570335}",20,13,15.510952101328389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.65, 'e': 0.1848045639485463}",20,2,18.266195044510997,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.65, 'e': 0.18295651830906084}",20,0,21.25943521817892,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.65, 'e': 0.18112695312597024}",25,17,13.08367487546099,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.65, 'e': 0.17931568359471053}",35,13,17.860954530096627,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.65, 'e': 0.17752252675876343}",20,1,28.02726235289394,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.65, 'e': 0.1757473014911758}",20,0,18.608995919356165,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.65, 'e': 0.173989828476264}",25,4,10.250573443065157,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.65, 'e': 0.1722499301915014}",25,0,1.3479481026869853,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
176,False,"{'a': 0.65, 'e': 0.17052743088958636}",20,0,10.77955892121755,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
177,False,"{'a': 0.65, 'e': 0.1688221565806905}",25,3,-5.989856989219815,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
178,False,"{'a': 0.65, 'e': 0.1671339350148836}",20,0,-43.93813994973931,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
179,False,"{'a': 0.65, 'e': 0.16546259566473476}",20,6,16.494268883423963,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.65, 'e': 0.16380796970808742}",20,0,30.506056314518418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.65, 'e': 0.16216989001100654}",25,17,14.134379943520317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.65, 'e': 0.16054819111089647}",25,9,17.67995744065452,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.65, 'e': 0.1589427091997875}",30,9,-13.048591370951652,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.65, 'e': 0.15735328210778962}",25,15,20.151648399604593,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.65, 'e': 0.15577974928671173}",25,9,32.301914049911126,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.65, 'e': 0.1542219517938446}",20,12,17.657741660918415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.65, 'e': 0.15267973227590617}",20,15,8.678596995486114,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.65, 'e': 0.1511529349531471}",20,16,8.272082729321419,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.65, 'e': 0.14964140560361563}",25,0,-8.991062612852028,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
190,False,"{'a': 0.65, 'e': 0.14814499154757946}",20,3,32.05926371909807,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.65, 'e': 0.14666354163210368}",20,6,25.07980761393512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.65, 'e': 0.14519690621578263}",30,18,-1.1852242168113314,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
193,False,"{'a': 0.65, 'e': 0.1437449371536248}",20,0,17.94651513309331,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
194,False,"{'a': 0.65, 'e': 0.14230748778208857}",35,17,-13.258899675500253,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
195,False,"{'a': 0.65, 'e': 0.14088441290426768}",25,18,-30.672135633669413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.65, 'e': 0.139475568775225}",20,6,23.60013546058184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.65, 'e': 0.13808081308747275}",25,0,-23.678355359504344,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
198,False,"{'a': 0.65, 'e': 0.136700004956598}",20,9,-2.457721281408065,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
199,False,"{'a': 0.65, 'e': 0.13533300490703204}",20,16,10.204619741755474,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.65, 'e': 0.13397967485796172}",20,10,20.1667781034724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.65, 'e': 0.1326398781093821}",20,7,23.32278274374458,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.65, 'e': 0.13131347932828827}",20,3,-35.310843212979634,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
203,False,"{'a': 0.65, 'e': 0.1300003445350054}",30,0,24.80944838402134,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.65, 'e': 0.12870034108965533}",20,13,12.751152386803152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.65, 'e': 0.1274133376787588}",30,16,-2.090228455013774,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.65, 'e': 0.12613920430197118}",20,10,-24.00402742811667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.65, 'e': 0.12487781225895148}",20,10,-12.146050838644397,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
208,False,"{'a': 0.65, 'e': 0.12362903413636196}",30,19,13.288142597607283,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.65, 'e': 0.12239274379499834}",20,2,-18.956773952156375,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.65, 'e': 0.12116881635704835}",20,0,30.33148372514479,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.65, 'e': 0.11995712819347787}",30,12,30.421689816228422,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.65, 'e': 0.11875755691154309}",20,0,24.04499459592645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.65, 'e': 0.11756998134242766}",30,18,20.451609854955176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.65, 'e': 0.11639428152900338}",20,11,17.853422197612158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.65, 'e': 0.11523033871371334}",25,11,-3.9200661132501455,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.65, 'e': 0.1140780353265762}",20,6,21.307713313014155,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.65, 'e': 0.11293725497331045}",30,4,22.188524577726678,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.65, 'e': 0.11180788242357734}",25,3,21.845195854498254,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.65, 'e': 0.11068980359934157}",25,14,20.147684100236155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.65, 'e': 0.10958290556334815}",20,11,12.784572681598329,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.65, 'e': 0.10848707650771466}",25,7,29.977118273948243,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.65, 'e': 0.10740220574263752}",30,7,-36.81399955161396,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
223,False,"{'a': 0.65, 'e': 0.10632818368521114}",25,16,17.271681424728598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.65, 'e': 0.10526490184835903}",20,12,14.034801217540126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.65, 'e': 0.10421225282987544}",25,7,16.46073729845243,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.65, 'e': 0.10317013030157669}",35,13,-2.954802733748024,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
227,False,"{'a': 0.65, 'e': 0.10213842899856092}",30,0,24.49981775461187,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.65, 'e': 0.10111704470857531}",25,1,40.954928642914645,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.65, 'e': 0.10010587426148955}",30,6,13.66515573051557,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.65, 'e': 0.09910481551887466}",20,9,6.355760271628868,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.65, 'e': 0.0981137673636859}",25,13,15.839849256516036,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.65, 'e': 0.09713262969004904}",30,20,7.384937937492593,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.65, 'e': 0.09616130339314856}",25,5,20.6512632339704,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.65, 'e': 0.09519969035921708}",25,13,22.327382476339558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.65, 'e': 0.0942476934556249}",25,3,40.18704087811127,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.65, 'e': 0.09330521652106866}",25,13,-19.43484114505848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.65, 'e': 0.09237216435585796}",25,3,30.091732992307747,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.65, 'e': 0.09144844271229938}",30,12,25.88549740489524,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.65, 'e': 0.0905339582851764}",20,9,19.185963120827996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.65, 'e': 0.08962861870232462}",30,12,28.195553662910626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.65, 'e': 0.08873233251530138}",20,7,-32.36494283520298,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.65, 'e': 0.08784500919014836}",30,1,8.028571316719136,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.65, 'e': 0.08696655909824688}",35,25,18.19958386793509,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.65, 'e': 0.0860968935072644}",20,0,23.61928441467876,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.65, 'e': 0.08523592457219176}",20,15,8.478585695656655,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.65, 'e': 0.08438356532646984}",25,11,26.802892839678844,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.65, 'e': 0.08353972967320515}",25,15,19.256387806496335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.65, 'e': 0.0827043323764731}",30,9,24.14574415979658,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.65, 'e': 0.08187728905270836}",25,10,29.414953101193664,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.65, 'e': 0.08105851616218128}",30,5,40.29427926748766,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.65, 'e': 0.08024793100055946}",20,1,17.720904686900994,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.65, 'e': 0.07944545169055386}",30,18,9.640181302672849,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.65, 'e': 0.07865099717364833}",20,6,13.702809950894077,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.65, 'e': 0.07786448720191184}",30,21,16.899745541194118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.65, 'e': 0.07708584232989273}",25,11,28.4217630222815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.65, 'e': 0.0763149839065938}",30,8,-2.430337595179136,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.65, 'e': 0.07555183406752786}",20,10,16.970079467334315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.65, 'e': 0.07479631572685258}",25,0,38.293493768264,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.65, 'e': 0.07404835256958406}",35,12,35.92950698830465,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.65, 'e': 0.07330786904388821}",30,20,19.277007723883244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.65, 'e': 0.07257479035344933}",30,19,18.01121382494588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.65, 'e': 0.07184904244991483}",20,3,27.38427830133579,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.65, 'e': 0.07113055202541568}",20,10,21.334600503518146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.65, 'e': 0.07041924650516153}",25,15,14.533218874694255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.65, 'e': 0.06971505404010991}",25,16,16.61809915716803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.65, 'e': 0.06901790349970881}",20,12,12.198322946632212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.65, 'e': 0.06832772446471172}",25,8,10.711005888989328,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.65, 'e': 0.0676444472200646}",30,8,33.318455115834595,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.65, 'e': 0.06696800274786396}",20,0,31.54892306608368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.65, 'e': 0.06629832272038531}",25,12,24.366492460545718,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.65, 'e': 0.06563533949318147}",30,14,13.952110476307471,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.65, 'e': 0.06497898609824965}",35,12,36.05349164693092,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.65, 'e': 0.06432919623726716}",30,15,28.91861030399849,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.65, 'e': 0.06368590427489448}",25,13,11.493404339522495,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.65, 'e': 0.06304904523214554}",25,11,11.575557245210527,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.65, 'e': 0.06241855477982408}",25,16,17.659728460950834,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.65, 'e': 0.06179436923202584}",20,14,11.591210579340554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.65, 'e': 0.06117642553970558}",20,7,23.257081422595988,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.65, 'e': 0.06056466128430853}",20,4,-29.457139289850062,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.65, 'e': 0.05995901467146544}",20,8,17.08182517455248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.65, 'e': 0.059359424524750785}",30,20,22.324532571803857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.65, 'e': 0.05876583027950327}",30,16,27.14581219146407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.65, 'e': 0.05817817197670824}",25,7,22.191718333821,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.65, 'e': 0.05759639025694116}",20,5,28.45657327195238,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.65, 'e': 0.057020426354371746}",25,13,23.08098773184576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.65, 'e': 0.05645022209082803}",30,12,17.35146982401664,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.65, 'e': 0.05588571986991975}",30,11,34.87844292017016,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.65, 'e': 0.05532686267122055}",20,2,-23.568348806859895,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.65, 'e': 0.05477359404450834}",25,0,35.991387180673414,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.65, 'e': 0.05422585810406326}",20,8,18.110977851011327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.65, 'e': 0.05368359952302263}",25,18,13.781184244803434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.65, 'e': 0.0531467635277924}",30,16,25.101254514571206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.65, 'e': 0.05261529589251448}",20,9,22.392729027049143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.65, 'e': 0.05208914293358933}",25,10,30.490311228909984,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.65, 'e': 0.05156825150425344}",30,0,44.07892991851373,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.65, 'e': 0.0510525689892109}",30,16,21.255293108632497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.65, 'e': 0.050542043299318794}",20,12,15.579791488156928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.65, 'e': 0.050036622866325604}",20,10,-25.20383267538645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.65, 'e': 0.04953625663766235}",20,0,34.06465084157202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.65, 'e': 0.04904089407128572}",20,10,19.00775710712814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.65, 'e': 0.04855048513057287}",25,12,27.376638899822357,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.65, 'e': 0.04806498027926714}",25,9,27.24640399024637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.65, 'e': 0.047584330476474465}",20,2,30.54839910494599,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.65, 'e': 0.04710848717170972}",30,4,42.599036919254836,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.65, 'e': 0.04663740229999262}",20,8,21.555912041736256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.65, 'e': 0.046171028276992696}",20,12,14.428055172008987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.65, 'e': 0.045709317994222766}",25,8,-13.015269401525806,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.65, 'e': 0.04525222481428054}",25,11,23.11695140119113,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.65, 'e': 0.04479970256613774}",30,20,21.427155731055052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.65, 'e': 0.044351705540476356}",30,12,5.326396690735539,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.65, 'e': 0.043908188485071595}",20,4,-28.06059788822885,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
312,False,"{'a': 0.65, 'e': 0.04346910660022087}",20,13,3.48605202091085,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.65, 'e': 0.04303441553421867}",25,10,29.501925801451705,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.65, 'e': 0.04260407137887648}",20,6,25.993318868888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.65, 'e': 0.04217803066508771}",25,13,18.698406534315765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.65, 'e': 0.04175625035843684}",30,21,14.871462975401677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.65, 'e': 0.041338687854852466}",20,9,-39.99027039555735,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
318,False,"{'a': 0.65, 'e': 0.040925300976303945}",20,4,27.7734033294493,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.65, 'e': 0.0405160479665409}",20,8,22.641033449422796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.65, 'e': 0.040110887486875496}",25,11,28.65694808098788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.65, 'e': 0.03970977861200674}",20,14,-0.7321246325877695,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.65, 'e': 0.039312680825886674}",20,16,7.9647252527285195,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.65, 'e': 0.038919554017627804}",25,8,28.007467143859916,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.65, 'e': 0.03853035847745152}",20,8,20.071967674380936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.65, 'e': 0.03814505489267701}",20,6,18.359662591184126,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
