trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
326,False,"{'a': 0.65, 'e': 0.03776360434375024}",20,4,18.199322452765514,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.65, 'e': 0.03738596830031274}",30,16,20.55419638308967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.65, 'e': 0.03701210861730961}",30,21,19.307813411995568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.65, 'e': 0.03664198753113651}",25,11,14.03360596719656,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.65, 'e': 0.036275567655825146}",25,2,22.450758629456715,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.65, 'e': 0.03591281197926689}",20,10,21.789292036793718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.65, 'e': 0.035553683859474224}",25,4,36.565591523845484,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.65, 'e': 0.035198147020879485}",20,6,21.99296341854275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.65, 'e': 0.03484616555067069}",20,14,10.510633083088468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.65, 'e': 0.03449770389516398}",20,11,15.808755610923116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.65, 'e': 0.03415272685621234}",30,16,12.139184968867273,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.65, 'e': 0.03381119958765022}",30,18,22.086178359306277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.65, 'e': 0.03347308759177372}",20,7,22.073565707666347,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.65, 'e': 0.03313835671585598}",30,22,16.675379297265785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.65, 'e': 0.03280697314869742}",25,11,24.119259042986183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.65, 'e': 0.03247890341721044}",20,9,23.19284669520203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.65, 'e': 0.03215411438303834}",25,13,22.176161503659987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.65, 'e': 0.031832573239207955}",25,10,29.796599048338038,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.65, 'e': 0.031514247506815876}",25,15,20.6127306676183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.65, 'e': 0.031199105031747717}",20,14,8.833866091059384,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.65, 'e': 0.03088711398143024}",20,0,19.42879067871716,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
347,False,"{'a': 0.65, 'e': 0.030578242841615935}",20,12,15.48684334803394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.65, 'e': 0.030272460413199778}",25,16,15.622144094463703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.65, 'e': 0.02996973580906778}",20,8,18.053273692263442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.65, 'e': 0.029670038450977102}",20,6,29.32794121079991,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.65, 'e': 0.02937333806646733}",20,16,7.130440575624196,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.65, 'e': 0.029079604685802656}",30,0,49.065370298689,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.65, 'e': 0.02878880863894463}",30,12,32.63079786421495,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.65, 'e': 0.02850092055255518}",20,12,14.747884529998208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.65, 'e': 0.02821591134702963}",20,5,23.395431885513403,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.65, 'e': 0.027933752233559334}",30,11,27.03596867309534,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.65, 'e': 0.027654414711223742}",30,14,28.850481704599613,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.65, 'e': 0.027377870564111503}",20,16,7.543908731617809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.65, 'e': 0.02710409185847039}",20,2,33.573226564266186,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.65, 'e': 0.026833050939885684}",20,4,24.381364154224176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.65, 'e': 0.026564720430486827}",25,2,14.265967210733688,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
362,False,"{'a': 0.65, 'e': 0.026299073226181958}",25,12,23.05821856956986,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.65, 'e': 0.026036082493920136}",30,19,15.91039489056929,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.65, 'e': 0.025775721668980935}",30,14,21.42336498206272,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.65, 'e': 0.025517964452291125}",20,13,13.879916655622171,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.65, 'e': 0.025262784807768213}",20,16,7.295069089161377,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.65, 'e': 0.025010156959690534}",20,10,20.921594651083115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.65, 'e': 0.024760055390093627}",20,9,19.588847246928143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.65, 'e': 0.02451245483619269}",25,7,30.505534887323368,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.65, 'e': 0.024267330287830763}",20,10,16.043429741861605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.65, 'e': 0.024024656984952455}",20,16,6.531694493688121,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.65, 'e': 0.02378441041510293}",20,7,23.89980531196234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.65, 'e': 0.0235465663109519}",30,15,28.460015076951574,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.65, 'e': 0.02331110064784238}",25,5,29.21459665069996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.65, 'e': 0.02307798964136396}",20,12,19.258862586219223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.65, 'e': 0.022847209744950317}",25,18,12.203182817680377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.65, 'e': 0.022618737647500813}",20,0,37.24360868179662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.65, 'e': 0.022392550271025807}",25,12,24.465861420370274,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.65, 'e': 0.022168624768315548}",20,12,15.676339887870425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.65, 'e': 0.021946938520632394}",30,23,14.210807860358985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.65, 'e': 0.02172746913542607}",35,21,29.3446429215532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.65, 'e': 0.021510194444071807}",20,0,34.05011093014373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.65, 'e': 0.021295092499631088}",25,17,14.639387412867624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.65, 'e': 0.02108214157463478}",25,11,27.445942167304135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.65, 'e': 0.02087132015888843}",20,12,14.251279459011714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.65, 'e': 0.020662606957299545}",20,2,28.221532729872845,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.65, 'e': 0.02045598088772655}",20,6,29.35180177614361,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.65, 'e': 0.020251421078849283}",25,7,19.42114984689329,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.65, 'e': 0.02004890686806079}",25,0,25.828598570227737,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
390,False,"{'a': 0.65, 'e': 0.019848417799380184}",30,0,52.228850004462885,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
391,False,"{'a': 0.65, 'e': 0.01964993362138638}",20,13,13.79923691782544,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.65, 'e': 0.019453434285172516}",20,13,0.9261519135283607,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.65, 'e': 0.01925889994232079}",30,13,24.55882883046913,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.65, 'e': 0.019066310942897582}",25,18,10.914530815064918,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.65, 'e': 0.01887564783346861}",25,15,20.64558966718885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.65, 'e': 0.018686891355133923}",20,10,21.272358877096288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.65, 'e': 0.01850002244158258}",20,7,23.810245929468863,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.65, 'e': 0.018315022217166757}",25,16,18.48052515545628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.65, 'e': 0.018131871994995087}",20,8,21.885620552467724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.65, 'e': 0.017950553275045137}",20,8,1.1244045353220486,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
401,False,"{'a': 0.65, 'e': 0.017771047742294686}",20,13,14.506138274181465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.65, 'e': 0.01759333726487174}",20,12,15.969228881766941,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.65, 'e': 0.017417403892223023}",25,15,19.475687864779943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.65, 'e': 0.01724322985330079}",25,18,13.302772014463585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.65, 'e': 0.017070797554767782}",25,19,12.722783947845343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.65, 'e': 0.016900089579220106}",30,18,24.664688008173663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.65, 'e': 0.016731088683427903}",20,12,12.596180283487012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.65, 'e': 0.016563777796593626}",30,20,20.475322340507734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.65, 'e': 0.016398140018627688}",30,20,16.734190109444942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.65, 'e': 0.01623415861844141}",30,5,41.61260854379692,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.65, 'e': 0.016071817032256998}",20,11,15.188841191628391,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.65, 'e': 0.015911098861934425}",35,22,23.816052405863015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.65, 'e': 0.015751987873315082}",35,27,13.057492478933657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.65, 'e': 0.015594467994581931}",25,17,15.156328369021342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.65, 'e': 0.015438523314636111}",25,11,22.270046196579287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.65, 'e': 0.01528413808148975}",20,8,22.239039172733502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.65, 'e': 0.015131296700674854}",25,11,14.34001750187499,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.65, 'e': 0.014979983733668104}",20,13,12.608423382538296,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.65, 'e': 0.014830183896331423}",20,7,21.964703323096266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.65, 'e': 0.014681882057368109}",20,4,28.934091876108802,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.65, 'e': 0.014535063236794427}",20,16,8.729343385739414,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.65, 'e': 0.014389712604426484}",20,0,28.48579152332171,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.65, 'e': 0.014245815478382218}",25,7,28.366939618878426,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.65, 'e': 0.014103357323598397}",25,0,-2.4922689372801736,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
425,False,"{'a': 0.65, 'e': 0.013962323750362412}",20,16,9.370780372924537,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.65, 'e': 0.013822700512858787}",20,11,15.033010372555575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.65, 'e': 0.013684473507730199}",25,14,21.581750892069564,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.65, 'e': 0.013547628772652897}",20,6,25.123199086647514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.65, 'e': 0.013412152484926368}",25,12,23.753670077859223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.65, 'e': 0.013278030960077104}",20,14,11.098032519277641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.65, 'e': 0.013145250650476333}",25,13,23.22633365548008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.65, 'e': 0.01301379814397157}",20,8,20.49895561430017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.65, 'e': 0.012883660162531854}",25,16,18.253484178960353,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.65, 'e': 0.012754823560906535}",25,6,29.693584364514262,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.65, 'e': 0.01262727532529747}",30,4,20.220113637793478,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
436,False,"{'a': 0.65, 'e': 0.012501002572044496}",25,14,18.51386250384175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.65, 'e': 0.01237599254632405}",25,10,18.943965872527897,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.65, 'e': 0.012252232620860809}",30,19,-31.816619897331528,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.65, 'e': 0.012129710294652202}",35,21,-13.332928825169327,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
440,False,"{'a': 0.65, 'e': 0.01200841319170568}",25,15,17.75182169793816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.65, 'e': 0.011888329059788622}",25,20,8.737901283615054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.65, 'e': 0.011769445769190735}",25,14,23.847750152480483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.65, 'e': 0.011651751311498829}",20,13,11.898672917846978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.65, 'e': 0.01153523379838384}",25,12,24.86400807155271,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.65, 'e': 0.011419881460400001}",25,7,32.74992375265904,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.65, 'e': 0.011305682645796001}",20,12,15.438557162725608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.65, 'e': 0.011192625819338041}",25,7,28.113963941905396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.65, 'e': 0.011080699561144661}",20,3,24.906790522631663,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.65, 'e': 0.010969892565533214}",20,12,15.947412685324869,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.65, 'e': 0.010860193639877882}",20,6,23.54265979396908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.65, 'e': 0.010751591703479103}",20,12,13.498060995817909,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.65, 'e': 0.010644075786444312}",20,0,38.55539392322396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.65, 'e': 0.01053763502857987}",20,9,7.708564164880819,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.65, 'e': 0.01043225867829407}",30,7,38.46587286555654,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.65, 'e': 0.01032793609151113}",20,10,15.216211800316843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.65, 'e': 0.010224656730596018}",25,13,22.496898729017442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.65, 'e': 0.010122410163290057}",20,9,13.42495170063884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.65, 'e': 0.010021186061657156}",20,3,-12.223175894786511,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.65, 'e': 0.009920974201040586}",20,6,27.157633550455607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.65, 'e': 0.009821764459030179}",35,13,42.15756650704159,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.65, 'e': 0.009723546814439878}",20,16,7.587916266671181,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.65, 'e': 0.009626311346295479}",30,20,17.473750504081686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.65, 'e': 0.009530048232832523}",20,14,12.368638310089095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.65, 'e': 0.009434747750504199}",25,14,22.278377867921392,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.65, 'e': 0.009340400272999157}",25,7,35.72261173726722,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.65, 'e': 0.009246996270269165}",20,9,7.693994762477074,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.65, 'e': 0.009154526307566474}",25,3,36.162186607339585,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.65, 'e': 0.009062981044490808}",20,10,17.095314574846014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.65, 'e': 0.0089723512340459}",25,11,24.87483339659036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.65, 'e': 0.00888262772170544}",20,8,13.215000150964672,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.65, 'e': 0.008793801444488386}",30,14,21.12688731695743,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.65, 'e': 0.008705863430043502}",25,11,29.802950784312305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.65, 'e': 0.008618804795743068}",20,14,13.073338279639415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.65, 'e': 0.008532616747785637}",25,11,27.201424060734833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.65, 'e': 0.00844729058030778}",25,10,23.55767655220669,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.65, 'e': 0.008362817674504702}",20,8,22.306241785450073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.65, 'e': 0.008279189497759656}",20,7,18.2362701457343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.65, 'e': 0.008196397602782058}",20,10,21.29927075513666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.65, 'e': 0.008114433626754238}",20,11,15.499241565139664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.65, 'e': 0.008033289290486696}",20,4,26.826480909893753,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.65, 'e': 0.00795295639758183}",30,11,27.65142197982591,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.65, 'e': 0.00787342683360601}",20,16,6.808524850650913,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.65, 'e': 0.0077946925652699495}",20,13,14.44792201483522,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.65, 'e': 0.00771674563961725}",25,8,30.94551728998693,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.65, 'e': 0.007639578183221077}",30,14,17.776971185065182,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.65, 'e': 0.0075631824013888665}",25,11,26.457546589123293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.65, 'e': 0.0074875505773749785}",25,14,19.843120147576208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.65, 'e': 0.007412675071601228}",30,19,24.239383906496002,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.65, 'e': 0.007338548320885216}",25,16,14.436293627456877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.65, 'e': 0.0072651628376763635}",20,12,19.239515561764367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.65, 'e': 0.0071925112092996}",20,3,24.136579119276025,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.65, 'e': 0.007120586097206604}",20,1,32.832554814276726,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.65, 'e': 0.007049380236234538}",25,7,28.540544421317065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.65, 'e': 0.006978886433872193}",20,10,22.56840258586157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.65, 'e': 0.00690909756953347}",30,15,25.930558140345234,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.65, 'e': 0.006840006593838136}",20,0,28.474265456148228,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.65, 'e': 0.006771606527899755}",20,2,23.703051861239373,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.65, 'e': 0.0067038904626207565}",30,16,24.294262892518468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.65, 'e': 0.006636851557994549}",20,8,20.804316777788905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.65, 'e': 0.006570483042414603}",20,5,-13.000705813168855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
501,False,"{'a': 0.65, 'e': 0.006504778211990457}",25,11,26.00850605409343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.65, 'e': 0.006439730429870553}",20,16,8.714769065695233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.65, 'e': 0.006375333125571847}",25,13,20.771599565405662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.65, 'e': 0.006311579794316129}",25,11,-14.146914249502787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
505,False,"{'a': 0.65, 'e': 0.006248463996372967}",25,19,12.206094025529554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.65, 'e': 0.0061859793564092375}",25,7,34.14233964294999,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.65, 'e': 0.006124119562845145}",30,0,34.63552770385399,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
508,False,"{'a': 0.65, 'e': 0.0060628783672166935}",25,8,31.28334770837285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.65, 'e': 0.006002249583544526}",25,0,34.14217890900227,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
510,False,"{'a': 0.65, 'e': 0.005942227087709081}",20,8,21.93144989227868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.65, 'e': 0.00588280481683199}",20,11,14.733618690066276,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
